0.000000000000000000e+00,2.960404588627112469e-04
1.010101010101010083e-01,3.080078532067065194e-04
2.020202020202020166e-01,3.200615391109609079e-04
3.030303030303030387e-01,3.324234091589977377e-04
4.040404040404040331e-01,3.454632843233561008e-04
5.050505050505050830e-01,3.596989139655904226e-04
6.060606060606060774e-01,3.757959758362708412e-04
7.070707070707070718e-01,3.945680760749831532e-04
8.080808080808080662e-01,4.169767492103286510e-04
9.090909090909090606e-01,4.441314581599243401e-04
1.010101010101010166e+00,4.772895942304025045e-04
1.111111111111111160e+00,5.178564771174115752e-04
1.212121212121212155e+00,5.673853549056147739e-04
1.313131313131313149e+00,6.275774040686916315e-04
1.414141414141414144e+00,7.002817294693371207e-04
1.515151515151515138e+00,7.874953643592613305e-04
1.616161616161616132e+00,8.913632703791903337e-04
1.717171717171717127e+00,1.014178337558865970e-03
1.818181818181818121e+00,1.158381384317045413e-03
1.919191919191919116e+00,1.326561157461501276e-03
2.020202020202020332e+00,1.521454332189022592e-03
2.121212121212121104e+00,1.745945512085411667e-03
2.222222222222222321e+00,2.003067229125490151e-03
2.323232323232323093e+00,2.295999943673091015e-03
2.424242424242424310e+00,2.628072044481067661e-03
2.525252525252525082e+00,3.002759848691282860e-03
2.626262626262626299e+00,3.423687601834623281e-03
2.727272727272727071e+00,3.894627477830980410e-03
2.828282828282828287e+00,4.419499578989272669e-03
2.929292929292929060e+00,5.002371936007424594e-03
3.030303030303030276e+00,5.647460507972386357e-03
3.131313131313131048e+00,6.359129182360109475e-03
3.232323232323232265e+00,7.141889775035578473e-03
3.333333333333333481e+00,8.000402030252776187e-03
3.434343434343434254e+00,8.939473620654713251e-03
3.535353535353535470e+00,9.964060147273412493e-03
3.636363636363636243e+00,1.107926513952990806e-02
3.737373737373737459e+00,1.229034005523425843e-02
3.838383838383838231e+00,1.360268428058552560e-02
3.939393939393939448e+00,1.502184513017180457e-02
4.040404040404040664e+00,1.655351784697018866e-02
4.141414141414140992e+00,1.820354560234678509e-02
4.242424242424242209e+00,1.997791949605674452e-02
4.343434343434343425e+00,2.188277855624420551e-02
4.444444444444444642e+00,2.392440973944232399e-02
4.545454545454544970e+00,2.610924793057326984e-02
4.646464646464646187e+00,2.844387594294826849e-02
4.747474747474747403e+00,3.093502451826750377e-02
4.848484848484848619e+00,3.358957232662021508e-02
4.949494949494949836e+00,3.641454596648462799e-02
5.050505050505050164e+00,3.941711996472798546e-02
5.151515151515151381e+00,4.260461677660659641e-02
5.252525252525252597e+00,4.598450678576575246e-02
5.353535353535353813e+00,4.956440830423970711e-02
5.454545454545454142e+00,5.335208757245180067e-02
5.555555555555555358e+00,5.735545875921437692e-02
5.656565656565656575e+00,6.158258396172879706e-02
5.757575757575757791e+00,6.604167320558541887e-02
5.858585858585858119e+00,7.074108444476355506e-02
5.959595959595959336e+00,7.568932356163173003e-02
6.060606060606060552e+00,8.089504436694724965e-02
6.161616161616161769e+00,8.636704859985661065e-02
6.262626262626262097e+00,9.211428592789515368e-02
6.363636363636363313e+00,9.814585394698745191e-02
6.464646464646464530e+00,1.044709981814469640e-01
6.565656565656565746e+00,1.110991120839761453e-01
6.666666666666666963e+00,1.180397370356665032e-01
6.767676767676767291e+00,1.253025623459984583e-01
6.868686868686868507e+00,1.328974252528417888e-01
6.969696969696969724e+00,1.408343109224548806e-01
7.070707070707070940e+00,1.491233524494853524e-01
7.171717171717171269e+00,1.577748308569696389e-01
7.272727272727272485e+00,1.667991750963335740e-01
7.373737373737373701e+00,1.762069620473916409e-01
7.474747474747474918e+00,1.860089165183475002e-01
7.575757575757575246e+00,1.962159112457937393e-01
7.676767676767676463e+00,2.068389668947121229e-01
7.777777777777777679e+00,2.178892520584732873e-01
7.878787878787878896e+00,2.293780832588369067e-01
7.979797979797979224e+00,2.413169249459516108e-01
8.080808080808081328e+00,2.537173894983554279e-01
8.181818181818181657e+00,2.665912372229745642e-01
8.282828282828281985e+00,2.799503763551252633e-01
8.383838383838384090e+00,2.938068630585122243e-01
8.484848484848484418e+00,3.081729014252287957e-01
8.585858585858586522e+00,3.230608434757585856e-01
8.686868686868686851e+00,3.384831891589725195e-01
8.787878787878787179e+00,3.544525863521318931e-01
8.888888888888889284e+00,3.709818308608867632e-01
8.989898989898989612e+00,3.880838664192755583e-01
9.090909090909089940e+00,4.057717846897262448e-01
9.191919191919192045e+00,4.240588252630562160e-01
9.292929292929292373e+00,4.429583756584705156e-01
9.393939393939394478e+00,4.624839713235648908e-01
9.494949494949494806e+00,4.826492956343226282e-01
9.595959595959595134e+00,5.034681798951170517e-01
9.696969696969697239e+00,5.249546033387103572e-01
9.797979797979797567e+00,5.471226931262529458e-01
9.898989898989899672e+00,5.699867243472852563e-01
1.000000000000000000e+01,5.935611200197360438e-01
