0.000000000000000000e+00,4.952456319295349781e-05
1.010101010101010083e-01,5.953468106199525528e-05
2.020202020202020166e-01,6.961697744078341457e-05
3.030303030303030387e-01,7.995705421152298669e-05
4.040404040404040331e-01,9.086424784455567245e-05
5.050505050505050830e-01,1.027716293983598557e-04
6.060606060606060774e-01,1.162360045195505898e-04
7.070707070707070718e-01,1.319379134428796518e-04
8.080808080808080662e-01,1.506816309912354203e-04
9.090909090909090606e-01,1.733951665756429980e-04
1.010101010101010166e+00,2.011302641952642651e-04
1.111111111111111160e+00,2.350624024373975003e-04
1.212121212121212155e+00,2.764907944774780044e-04
1.313131313131313149e+00,3.268383880790774764e-04
1.414141414141414144e+00,3.876518655939045831e-04
1.515151515151515138e+00,4.606016439618044436e-04
1.616161616161616132e+00,5.474818747107587386e-04
1.717171717171717127e+00,6.502104439568861432e-04
1.818181818181818121e+00,7.708289724044420019e-04
1.919191919191919116e+00,9.115028153458182205e-04
2.020202020202020332e+00,1.074521062661543428e-03
2.121212121212121104e+00,1.262296538820282003e-03
2.222222222222222321e+00,1.477365802878837430e-03
2.323232323232323093e+00,1.722389148482146668e-03
2.424242424242424310e+00,2.000150603863287083e-03
2.525252525252525082e+00,2.313557931843468213e-03
2.626262626262626299e+00,2.665642629832041741e-03
2.727272727272727071e+00,3.059559929826488698e-03
2.828282828282828287e+00,3.498588798412435082e-03
2.929292929292929060e+00,3.986131936763637543e-03
3.030303030303030276e+00,4.525715780641994222e-03
3.131313131313131048e+00,5.120990500397532182e-03
3.232323232323232265e+00,5.775730000968426481e-03
3.333333333333333481e+00,6.493831921880977194e-03
3.434343434343434254e+00,7.279317637249628492e-03
3.535353535353535470e+00,8.136332255776958233e-03
3.636363636363636243e+00,9.069144620753682301e-03
3.737373737373737459e+00,1.008214731005865547e-02
3.838383838383838231e+00,1.117985663615886187e-02
3.939393939393939448e+00,1.236691264610943232e-02
4.040404040404040664e+00,1.364807912155362700e-02
4.141414141414140992e+00,1.502824357872283544e-02
4.242424242424242209e+00,1.651241726843660773e-02
4.343434343434343425e+00,1.810573517610261640e-02
4.444444444444444642e+00,1.981345602171665984e-02
4.545454545454544970e+00,2.164096225986267621e-02
4.646464646464646187e+00,2.359376007971276945e-02
4.747474747474747403e+00,2.567747940502715029e-02
4.848484848484848619e+00,2.789787389415417790e-02
4.949494949494949836e+00,3.026082094003033213e-02
5.050505050505050164e+00,3.277232167018023085e-02
5.151515151515151381e+00,3.543850094671668199e-02
5.252525252525252597e+00,3.826560736634056908e-02
5.353535353535353813e+00,4.126001326034090672e-02
5.454545454545454142e+00,4.442821469459488914e-02
5.555555555555555358e+00,4.777683146956783478e-02
5.656565656565656575e+00,5.131260712031320004e-02
5.757575757575757791e+00,5.504240891647255857e-02
5.858585858585858119e+00,5.897322786227560121e-02
5.959595959595959336e+00,6.311217869654024704e-02
6.060606060606060552e+00,6.746649989267246295e-02
6.161616161616161769e+00,7.204355365866639549e-02
6.262626262626262097e+00,7.685082593710423904e-02
6.363636363636363313e+00,8.189592640515648558e-02
6.464646464646464530e+00,8.718658847458168881e-02
6.565656565656565746e+00,9.273066929172647799e-02
6.666666666666666963e+00,9.853614973752569672e-02
6.767676767676767291e+00,1.046111344275021948e-01
6.868686868686868507e+00,1.109638517117672307e-01
6.969696969696969724e+00,1.176026536750199442e-01
7.070707070707070940e+00,1.245360161365477308e-01
7.171717171717171269e+00,1.317725386502259788e-01
7.272727272727272485e+00,1.393209445045184847e-01
7.373737373737373701e+00,1.471900807224768848e-01
7.474747474747474918e+00,1.553889180617411825e-01
7.575757575757575246e+00,1.639265510145393456e-01
7.676767676767676463e+00,1.728121978076876397e-01
7.777777777777777679e+00,1.820552004025903503e-01
7.878787878787878896e+00,1.916650244952399496e-01
7.979797979797979224e+00,2.016512595162169019e-01
8.080808080808081328e+00,2.120236186306902193e-01
8.181818181818181657e+00,2.227919387384163785e-01
8.282828282828281985e+00,2.339661804737407369e-01
8.383838383838384090e+00,2.455564282055963110e-01
8.484848484848484418e+00,2.575728900375041652e-01
8.585858585858586522e+00,2.700258978075742444e-01
8.686868686868686851e+00,2.829259070885035143e-01
8.787878787878787179e+00,2.962834971875778489e-01
8.888888888888889284e+00,3.101093711466713088e-01
8.989898989898989612e+00,3.244143557422455859e-01
9.090909090909089940e+00,3.392094014853507256e-01
9.191919191919192045e+00,3.545055826216255146e-01
9.292929292929292373e+00,3.703140971312954277e-01
9.393939393939394478e+00,3.866462667291757915e-01
9.494949494949494806e+00,4.035135368646687315e-01
9.595959595959595134e+00,4.209274767217651148e-01
9.696969696969697239e+00,4.388997792190443836e-01
9.797979797979797567e+00,4.574422610096727237e-01
9.898989898989899672e+00,4.765668624814059506e-01
1.000000000000000000e+01,4.962856477565870672e-01
