4.343434343434343425e+00,7.426110405143156179e-02
2.525252525252525082e+00,6.389231503922389310e-02
6.565656565656565746e+00,1.053216617236341357e-01
8.181818181818181657e+00,1.459644316578402601e-01
5.353535353535353813e+00,8.534426677479527157e-02
8.686868686868686851e+00,1.624923800832928922e-01
0.000000000000000000e+00,6.097560975609756656e-02
7.373737373737373701e+00,1.234410601217995340e-01
8.282828282828281985e+00,1.491135445576380891e-01
8.080808080808080662e-01,6.120386728164430717e-02
